date,open,high,low,close,volume,symbol,holding_name,weight,sector,benchmark_close,kama,kama_rising,cash_dividend,cum_dividend,ret_3m,ret_6m,ret_1m,ret_6_1,ret_12_1,sma200,close_vs_sma200,vol_63,downside_vol_126,max_drawdown_252,beta_252,daily_value,median_daily_value,median_daily_volume,coverage_ratio,dividend_event_count_3y,dividend_yield_1y,dilutive_event_count_3y,fundamental_period_end,fundamental_filing_date,fiscal_period,currency,source_url,revenue,net_income,equity,assets,operating_cf,capex,debt,cash,shares_outstanding,revenue_ttm,net_income_ttm,operating_cf_ttm,earnings_yield,pe_ratio,book_to_price,pb_ratio,roe,roa,cash_conversion,leverage_inverse,revenue_growth,net_income_growth,positive_earnings_count_4p,margin_stability_4p,has_fundamentals,fundamental_row_age_days,score_momentum,score_value,score_quality,score_growth,score_low_risk,score_liquidity,score,rebalance_date,selection_date,rank,target_weight
2021-11-30,14.56,14.8,14.3,14.36,5387070,ETEL,Telecom Egypt,0.0536052766146507,telecom,11.97,14.008733030437252,True,0.0,0.0,-0.02511880515953846,0.2775800711743772,0.04894083272461658,0.2179715302491103,0.09083665338645419,12.8561,0.11697948833627625,0.22729373551316862,0.1230833127609098,0.297056810403833,-0.010027369272583991,77358325.2,8188602.24,568478.0,1.0,0.0,0.0,,2021-09-30,2021-11-29,Q3 2021,EGP,https://english.mubasher.info/markets/EGX/stocks/ETEL/financial-statements,,2226699000.0,42233757000.0,84506025000.0,3908675000.0,,42272268000.0,,1707071600.0,,6098358000.0,12234771000.0,0.24877500214230922,4.019696478297929,1.7228740897390358,0.5804254680917921,0.1443953470679864,0.07216477168343914,2.0062402043304117,0.49977214050714136,,0.5751278715403396,3.0,,True,1.0,0.4387755102040817,1.0,1.0,0.4928571428571428,0.9761904761904763,0.7142857142857143,0.7499659863945578,2021-12-01,2021-11-30,3,0.125
2021-11-30,3.9,3.93,3.85,3.9,633782,GBCO,GB Corp,0.0165017594161606,industrials,11.97,3.9263248034657017,False,0.0,0.0,-0.027431421446383997,0.09859154929577474,-0.05797101449275355,0.16619718309859155,0.3101265822784809,3.80695,0.024442138719972695,0.3860993556611296,0.17621039638390829,0.2230215827338129,0.23577484804024015,2471749.8,6630820.95,1642464.0,1.0,0.0,0.0,0.0,2021-09-30,2021-11-29,Q3 2021,EGP,https://english.mubasher.info/markets/EGX/stocks/GBCO/financial-statements,,332392000.0,7136841000.0,32649883000.0,415512000.0,,25513042000.0,,1085500000.0,,1005491000.0,1041301000.0,0.23751101347600656,4.210331072083191,1.6858214931084576,0.593182613988458,0.14088740382474543,0.030796159361428647,1.0356144411038986,0.21858703138384905,,0.49382334545141204,4.0,,True,1.0,0.653061224489796,1.0,1.0,0.4303571428571429,0.42857142857142866,0.6428571428571429,0.7460969387755103,2021-12-01,2021-11-30,4,0.125
2021-11-30,9.9,10.45,9.82,10.32,1166789,ADIB,Abu Dhabi Islamic Bank- Egypt,0.0260659704893287,banks,11.97,10.308869473915301,True,0.0,0.0,-0.03280224929709463,0.38152610441767076,0.03096903096903092,0.34002677376171353,0.23124231242312399,8.92615,0.15615354884244614,0.601541169017805,0.25010342327019897,0.41004184100418406,0.36667222147109296,12041262.48,8763031.08,874554.0,1.0,,,0.0,2021-09-30,2021-11-29,Q3 2021,EGP,https://english.mubasher.info/markets/EGX/stocks/ADIB/financial-statements,,391560000.0,6514405000.0,86413000000.0,6887362000.0,,79898595000.0,,1200000000.0,,1069117000.0,6741339000.0,0.08633050710594316,11.583390779493731,0.5260339954780362,1.9010178212745446,0.16411583252806664,0.012372177797322163,6.305520349971051,0.0753868630877299,,0.5778997191380209,3.0,,True,1.0,0.6836734693877552,0.9,0.925,0.6077380952380953,0.14285714285714288,0.8571428571428571,0.7308758503401361,2021-12-01,2021-11-30,5,0.125
2021-11-30,9.13,9.6,9.13,9.6,5288988,HRHO,EFG Holding,0.0382172338955377,financials,11.97,8.510552889139074,True,0.0,0.0,0.15523465703971118,0.2276214833759589,0.12412177985948492,0.09207161125319674,0.14784946236559127,8.0436,0.19349544979859767,0.26621866099633973,0.112381335594546,0.29801324503311266,0.1813770537980413,50774284.8,11008738.680000002,1309281.0,1.0,,,0.0,2021-09-30,2021-11-29,Q3 2021,EGP,https://english.mubasher.info/markets/EGX/stocks/HRHO/financial-statements,,355984984.0,14820410904.0,49568001174.0,2441133715.0,,34747590270.0,,1459681418.0,,1054041686.0,1585162496.0,0.07521915919760878,13.294485217162464,1.057623111086285,0.9455164032609874,0.07112094886083868,0.02126455901055939,1.503889757923673,0.2989914975989344,,0.5099657133583397,4.0,,True,1.0,0.39795918367346944,0.9,0.925,0.3988095238095239,0.6666666666666667,1.0,0.6909353741496599,2021-12-01,2021-11-30,6,0.125
2021-11-30,8.09,8.25,7.98,8.19,2302292,TMGH,T M G Holding,0.1122385238536469,real_estate,11.97,7.1895316041130535,True,0.0,0.0,0.13278008298755184,0.38813559322033875,0.08476821192052975,0.27966101694915246,0.12351190476190488,6.7806500000000005,0.20784880505556225,0.28230889247214114,0.14900918521349724,0.3001049317943336,0.22983972342887055,18855771.48,8517488.64,1109048.0,1.0,0.0,0.0,,2021-09-30,2021-11-29,Q3 2021,EGP,https://english.mubasher.info/markets/EGX/stocks/TMGH/financial-statements,,829400760.0,34978400256.0,131382200099.0,-145293890.0,,96403799843.0,,2060653786.0,,1698781969.0,2095304317.0,0.10065809562266073,9.934620696071208,2.072578601578122,0.4824907481137607,0.04856659986068403,0.012930077040268183,1.23341567972576,0.2662339360251452,,0.9540127523046107,4.0,,True,1.0,0.47959183673469397,0.8,0.625,0.6636904761904763,0.5476190476190477,0.7857142857142857,0.6285799319727892,2021-12-01,2021-11-30,7,0.125
2021-11-30,6.77,6.93,6.6,6.91,2078956,JUFO,Juhayna Food Industries,0.0096520657966002,consumer,11.97,6.181690871344675,True,0.0,0.0,0.24954792043399632,0.5021739130434784,0.09335443037974689,0.37391304347826093,-0.09971509971509962,5.6303,0.22728806635525634,0.29371375245728226,0.17753517371943642,0.5072815533980584,-0.07866819313702171,14365585.96,3793663.65,691197.0,1.0,0.0,0.0,0.0,2021-09-30,2021-11-29,Q3 2021,EGP,https://english.mubasher.info/markets/EGX/stocks/JUFO/financial-statements,,173919463.0,3393465520.0,5469932387.0,432426165.0,,2076466867.0,,941405082.0,,490027480.0,634331128.0,0.07532963263414313,13.274988408037851,0.5216615830978122,1.916951587773905,0.14440325888444566,0.08958565578701,1.2944807258564357,0.6203852771681435,,0.5501899782567046,4.0,,True,1.0,0.40816326530612246,0.65,1.0,0.49940476190476196,0.8095238095238096,0.42857142857142855,0.6261989795918368,2021-12-01,2021-11-30,8,0.125
2021-12-29,9.8,9.92,9.78,9.81,1173400,HRHO,EFG Holding,0.0382172338955377,financials,12.7,9.38335450663419,True,0.0,0.0,0.22625000000000006,0.30974632843791716,0.02187500000000009,0.28170894526034695,0.20300751879699241,8.1664,0.20126371473354254,0.24211548454193585,0.1059559467049792,0.1928721174004192,0.13739424455761476,11511054.0,12570488.040000001,1470689.0,1.0,,,0.0,2021-09-30,2021-11-29,Q3 2021,EGP,https://english.mubasher.info/markets/EGX/stocks/HRHO/financial-statements,,355984984.0,14820410904.0,49568001174.0,2441133715.0,,34747590270.0,,1459681418.0,,1054041686.0,1585162496.0,0.07360896312915845,13.585302081287892,1.0349828610018692,0.9661995745823215,0.07112094886083868,0.02126455901055939,1.503889757923673,0.2989914975989344,,0.5099657133583397,4.0,,True,30.0,0.7899159663865547,0.9,0.925,0.5970588235294119,0.5882352941176471,1.0,0.8205042016806723,2022-01-02,2021-12-29,1,0.125
2021-12-29,16.76,16.85,16.61,16.76,284880,ETEL,Telecom Egypt,0.0536052766146507,telecom,12.7,15.60182733010937,True,0.0,0.0,0.1911869225302063,0.26299924642049755,0.16713091922005585,0.0821401657874905,0.17416189697465234,13.31985,0.2582724279928077,0.22430273500906858,0.12117726630417698,0.297056810403833,-0.005048531868646156,4774588.800000001,10169398.16,693718.0,1.0,0.0,0.0,,2021-09-30,2021-11-29,Q3 2021,EGP,https://english.mubasher.info/markets/EGX/stocks/ETEL/financial-statements,,2226699000.0,42233757000.0,84506025000.0,3908675000.0,,42272268000.0,,1707071600.0,,6098358000.0,12234771000.0,0.21315089682360142,4.691512045701483,1.4761618095854743,0.6774325101127044,0.1443953470679864,0.07216477168343914,2.0062402043304117,0.49977214050714136,,0.5751278715403396,3.0,,True,30.0,0.5210084033613446,1.0,1.0,0.5588235294117648,0.9803921568627452,0.8823529411764706,0.7984593837535015,2022-01-02,2021-12-29,2,0.125
2021-12-29,11.01,11.12,10.97,11.03,230970,ADIB,Abu Dhabi Islamic Bank- Egypt,0.0260659704893287,banks,12.7,10.549015918084907,True,0.0,0.0,0.07400194741966892,0.35006119951040393,0.068798449612403,0.26315789473684226,0.23444976076555046,9.1692,0.2029402783230816,0.36984815504090157,0.2426383034314837,0.41004184100418406,0.3489263614639189,2547599.0999999996,5256509.16,512197.0,1.0,,,0.0,2021-09-30,2021-11-29,Q3 2021,EGP,https://english.mubasher.info/markets/EGX/stocks/ADIB/financial-statements,,391560000.0,6514405000.0,86413000000.0,6887362000.0,,79898595000.0,,1200000000.0,,1069117000.0,6741339000.0,0.08077342097310365,12.380310106377506,0.49217323964944093,2.031804900063782,0.16411583252806664,0.012372177797322163,6.305520349971051,0.0753868630877299,,0.5778997191380209,3.0,,True,30.0,0.8319327731092436,0.9,0.925,0.686764705882353,0.23529411764705882,0.5294117647058824,0.7597268907563026,2022-01-02,2021-12-29,3,0.125
2021-12-29,5.07,5.15,4.95,4.98,2141105,GBCO,GB Corp,0.0165017594161606,industrials,12.7,4.475013995327398,True,0.0,0.0,0.1554524361948959,0.4310344827586208,0.27692307692307705,0.1206896551724137,0.21875,3.8991499999999997,0.2772014413397794,0.4618892702715357,0.18313445074574158,0.2230215827338129,0.22482575237212615,10662702.9,7192748.85,1645365.0,1.0,0.0,0.0,0.0,2021-09-30,2021-11-29,Q3 2021,EGP,https://english.mubasher.info/markets/EGX/stocks/GBCO/financial-statements,,332392000.0,7136841000.0,32649883000.0,415512000.0,,25513042000.0,,1085500000.0,,1005491000.0,1041301000.0,0.18600260091494492,5.3762689074293055,1.320221651229515,0.7574485686314155,0.14088740382474543,0.030796159361428647,1.0356144411038986,0.21858703138384905,,0.49382334545141204,4.0,,True,30.0,0.6554621848739498,1.0,1.0,0.5308823529411767,0.3333333333333334,0.6470588235294118,0.7477661064425771,2022-01-02,2021-12-29,4,0.125
2021-12-29,9.0,9.0,8.9,8.96,547854,TMGH,T M G Holding,0.1122385238536469,real_estate,12.7,8.267019299203435,True,0.0,0.0,0.2358620689655173,0.3763440860215055,0.09401709401709413,0.25806451612903225,0.2542113323124042,6.964049999999999,0.2866076492845402,0.24961643094253289,0.1406392890446395,0.2632821723730815,0.22810230564612904,4908771.840000001,9460008.08,1179245.0,1.0,0.0,0.0,,2021-09-30,2021-11-29,Q3 2021,EGP,https://english.mubasher.info/markets/EGX/stocks/TMGH/financial-statements,,829400760.0,34978400256.0,131382200099.0,-145293890.0,,96403799843.0,,2060653786.0,,1698781969.0,2095304317.0,0.09200779053008831,10.868644864077906,1.8944663780050017,0.5278531261415502,0.04856659986068403,0.012930077040268183,1.23341567972576,0.2662339360251452,,0.9540127523046107,4.0,,True,30.0,0.8403361344537816,0.8,0.625,0.7588235294117648,0.411764705882353,0.8235294117647058,0.736512605042017,2022-01-02,2021-12-29,5,0.125
2021-12-29,7.53,7.67,7.5,7.62,209931,JUFO,Juhayna Food Industries,0.0096520657966002,consumer,12.7,6.924349054482225,True,0.0,0.0,0.39560439560439553,0.3160621761658031,0.1255539143279174,0.16925734024179606,0.20035460992907805,5.7534,0.3244342475753468,0.2380721095088589,0.1305164172599008,0.5072815533980584,-0.07231139981096321,1599674.22,4748714.2,677420.0,1.0,0.0,0.0,0.0,2021-09-30,2021-11-29,Q3 2021,EGP,https://english.mubasher.info/markets/EGX/stocks/JUFO/financial-statements,,173919463.0,3393465520.0,5469932387.0,432426165.0,,2076466867.0,,941405082.0,,490027480.0,634331128.0,0.0683107298558962,14.638988664145938,0.47305532010575885,2.113917669875131,0.14440325888444566,0.08958565578701,1.2944807258564357,0.6203852771681435,,0.5501899782567046,4.0,,True,30.0,0.6050420168067228,0.65,1.0,0.5661764705882354,0.8039215686274511,0.47058823529411764,0.6955812324929973,2022-01-02,2021-12-29,6,0.125
2021-12-29,3.64,3.69,3.63,3.64,1622825,AMOC,Alexandria Mineral Oils Company,0.0078246964812872,energy,12.7,3.6902519186607243,False,0.0,0.0,-0.005464480874316946,0.0801186943620178,0.04597701149425282,0.03264094955489605,0.09433962264150941,3.39025,0.07366713369220568,0.3914551119944803,0.23434613838908513,0.30346820809248554,0.18970464880814114,5907083.0,8730252.24,2262758.0,1.0,0.0,0.0,,2021-06-30,2021-09-28,FY 2020,EGP,https://english.mubasher.info/markets/EGX/stocks/AMOC/financial-statements,,-488281200.0,1882088673.0,2828909120.0,-2023547392.0,,946820447.0,,1291500000.0,,-488281200.0,-2023547392.0,-0.10386619188012916,,0.4003541058825031,2.4977887957354494,-0.25943581033389496,-0.17260406018274635,,0.6653054563308135,,,0.0,,True,92.0,0.44537815126050423,1.0,0.9,0.47205882352941175,0.4313725490196078,0.7058823529411765,0.6745448179271709,2022-01-02,2021-12-29,7,0.125
2021-12-29,1.99,1.99,1.97,1.97,4844685,PHDC,Palm Hills Development Company,0.0113859515216858,real_estate,12.7,1.8498516986243378,True,0.0,0.0,0.03684210526315801,0.1005586592178771,0.1005586592178771,0.0,0.2877697841726621,1.794,0.09810479375696768,0.3237730367624758,0.15537290376285176,0.3157894736842105,0.09493498379713358,9544029.45,3810939.8600000003,2093923.0,1.0,,,,2021-09-30,2021-11-29,Q3 2021,EGP,https://english.mubasher.info/markets/EGX/stocks/PHDC/financial-statements,,174062196.0,9206824460.0,41459129847.0,492229559.0,,32252305387.0,,2859914173.0,,635490722.0,817783065.0,0.11279503625951631,8.865638357517987,1.6341451776548546,0.6119407343202456,0.06902387731632716,0.015328124935212174,1.2868528787112647,0.22206989133579724,,0.37722461051313494,4.0,,True,30.0,0.7142857142857143,0.7000000000000001,0.6375,0.436764705882353,0.6470588235294119,0.35294117647058826,0.6254621848739496,2022-01-02,2021-12-29,8,0.125
2022-01-31,16.3,17.0,16.3,16.87,724379,ETEL,Telecom Egypt,0.0536052766146507,telecom,12.2,16.438404179780207,True,0.0,0.0,0.23228634039444862,0.20500000000000007,0.0065632458233890745,0.1971428571428573,0.4215436810856661,13.9345,0.2106641788367003,0.21931618115039675,0.11932066524613277,0.297056810403833,-0.011829117990981484,12220273.73,10104162.600000001,629092.0,1.0,0.0,0.0,,2021-09-30,2021-11-29,Q3 2021,EGP,https://english.mubasher.info/markets/EGX/stocks/ETEL/financial-statements,,2226699000.0,42233757000.0,84506025000.0,3908675000.0,,42272268000.0,,1707071600.0,,6098358000.0,12234771000.0,0.21176105695101127,4.722303592540812,1.4665365695703945,0.6818786662053296,0.1443953470679864,0.07216477168343914,2.0062402043304117,0.49977214050714136,,0.5751278715403396,3.0,,True,63.0,0.7252747252747253,1.0,1.0,0.5711538461538462,0.8974358974358976,0.6153846153846154,0.8259798534798536,2022-02-01,2022-01-31,1,0.125
2022-01-31,4.69,4.83,4.6,4.81,788696,GBCO,GB Corp,0.0165017594161606,industrials,12.2,4.638013392994651,True,0.0,0.0,0.16183574879227058,0.2526041666666665,-0.03413654618473916,0.2968750000000002,0.39495798319327746,3.9955000000000003,0.20385433612814396,0.44709027235156534,0.183177499699222,0.2230215827338129,0.22064297352464096,3793627.76,7192748.85,1483041.0,1.0,0.0,0.0,0.0,2021-09-30,2021-11-29,Q3 2021,EGP,https://english.mubasher.info/markets/EGX/stocks/GBCO/financial-statements,,332392000.0,7136841000.0,32649883000.0,415512000.0,,25513042000.0,,1085500000.0,,1005491000.0,1041301000.0,0.1925764974129783,5.192741655569269,1.3668822917095602,0.7315918905857648,0.14088740382474543,0.030796159361428647,1.0356144411038986,0.21858703138384905,,0.49382334545141204,4.0,,True,63.0,0.8241758241758241,1.0,1.0,0.5161538461538463,0.38461538461538464,0.46153846153846156,0.7834835164835163,2022-02-01,2022-01-31,2,0.125
2022-01-31,34.48,34.48,34.13,34.13,2116144,COMI,Commercial International Bank-Egypt (CIB),0.3479291987217656,banks,12.2,34.318647632626785,False,0.0,0.0,-0.01981619758759323,0.1777087646652864,-0.028465698832906394,0.21221532091097317,0.11311787072243362,30.628049999999998,0.11433800062361144,0.1600124287670007,0.0905054061445192,0.3090237710593122,0.1449123534868199,72223994.72,97013791.0,2806300.0,1.0,0.0,0.0,0.0,2021-09-30,2021-11-29,Q3 2021,EGP,http://data.feedgfm.com/mix2/DCMServiceProvider?ROLE=A&RT=87&ID=56AEE82A-DB2C-4C88-8B5E-8C0E873E2E92.pdf,,3787425000.0,66461464000.0,493032251000.0,24435128000.0,,426570787000.0,,3070851000.0,,9877295000.0,48619156000.0,0.09424167401178046,10.61101694644131,0.6341249931923348,1.576976165165426,0.14861687368186774,0.020033770569706604,4.922314864545404,0.13480145338403027,,0.6219221428372035,4.0,,True,63.0,0.5274725274725275,1.0,0.925,0.5523076923076924,0.6923076923076924,1.0,0.7677032967032966,2022-02-01,2022-01-31,3,0.125
