date,open,high,low,close,volume,symbol,holding_name,weight,atr,ret_21,ret_63,daily_value,median_daily_value_63,median_daily_volume_63,kama,trend_ma,trend_ok,signal_fail,entry_signal,rank_score,factor_date,sector,factor_score,score_momentum,score_value,score_quality,score_growth,score_low_risk,score_liquidity,has_fundamentals,fundamental_filing_date,fundamental_row_age_days,raw_rebound_rank_score,rebound_rank_pct,v3_rank_score,estimated_round_trip_cost_pct,estimated_liquidity_impact_pct,expected_edge_pct,expected_net_edge_pct,edge_cost_ratio,net_edge_rank,liquidity_rank,position_size_mult
2026-03-31,80.95,83.0,79.5,81.7,3721316,ABUK,Abou Kir Fertilizers,0.0277044406054415,4.616438534617832,0.19619326500732082,0.5591603053435115,304031517.2,145733748.0,2032452.0,76.40000228758649,59.0557627118644,True,False,False,0.8787299084826763,2026-04-01,materials,0.48774074074074075,0.38888888888888895,0.5275,0.42833333333333334,0.44722222222222224,0.5740740740740741,0.7777777777777778,True,2026-03-01,30.0,1.50412566115652,0.967741935483871,0.86476651135006,0.005016666666666667,6.175645739928407e-05,0.24385959700682197,0.23878117388275602,48.018763117867195,1.0,0.8387096774193549,0.9287850925925927
2026-03-31,296.14,303.85,294.3,302.0,417196,EGAL,Egypt Aluminum,0.0103499522067357,14.184289996702605,0.37447660659020565,0.325026325026325,125993192.0,90650364.0,351358.0,253.50976665482654,226.57872881355934,True,False,False,0.7731848655743301,2026-04-01,materials,0.6126931216931217,0.5476190476190476,0.5425,0.775,0.7194444444444446,0.5185185185185186,0.6111111111111112,True,2026-03-01,30.0,1.0508011768477123,0.8064516129032258,0.766130443761734,0.005016666666666667,9.928255776226116e-05,0.20270082187864552,0.1975848726542166,39.62135138299231,0.9032258064516129,0.6451612903225806,0.9632025426693976
2026-03-31,168.5,171.32,167.0,167.33,79859,MCQE,Misr Cement - Qena,0.0095594736152338,7.09400542432989,-0.13233082706766908,0.18029202228962404,13362806.47,17565430.74,103815.0,166.3803341623091,144.4221186440678,True,False,False,0.7471941309950505,2026-04-01,materials,0.6889021164021165,0.9682539682539684,0.495,0.6925,0.8500000000000001,0.6481481481481483,0.1111111111111111,True,2025-08-10,233.0,1.116345357286878,0.9032258064516129,0.8792085552142005,0.005016666666666667,0.0005123700143319116,0.18296691095848816,0.17743787427748958,33.09200526509135,0.7096774193548387,0.06451612903225806,1.0405838250981398
2026-03-31,79.01,79.9,78.35,78.59,1004624,ETEL,Telecom Egypt,0.0536052766146507,3.0626444022871,-0.12463800400980174,0.2474603174603176,78953400.16,111440606.0,1262562.0,85.90545594816375,69.8057627118644,False,False,False,0.7348035992490187,2026-04-01,telecom,0.8369973544973546,0.9285714285714287,1.0,1.0,0.7138888888888889,0.20370370370370372,0.6666666666666666,True,2026-03-31,0.0,1.0760603522314196,0.8709677419354839,0.8628080559822496,0.005016666666666667,8.07605084272424e-05,0.16818379062158217,0.16308636344648827,32.993858439671335,0.5161290322580645,0.7096774193548387,0.9848880109660352
2026-03-31,4.07,4.11,4.01,4.06,8874824,RMDA,Tenth Of Ramadan Pharmaceutical Industries&Diagnostic-Rameda,0.0045018697892856,0.19871814222243755,-0.10375275938189854,0.2647975077881619,36031785.44,50126778.9,14351640.0,4.292397540476626,3.896271186440678,False,False,False,0.6942264664851279,2026-03-01,healthcare,0.4283116883116883,0.09740259740259741,0.625,0.7625,0.4128787878787879,0.5757575757575759,0.22727272727272727,True,2025-11-29,89.0,1.0008853243485296,0.7419354838709677,0.6690216554950427,0.005016666666666667,0.00017954475028117157,0.21123522204274667,0.20603901062579882,40.651775898453046,0.9354838709677419,0.3548387096774194,0.8597302192431227
2026-03-31,31.55,32.46,31.16,32.4,2465297,VLMRA,Egyptian Kuwaiti Holding (EGP),0.0053141285830274,1.269633242310204,0.20850428944423727,0.3399503722084367,79875622.8,63480369.47,2436547.0,29.033433521649005,26.065169491525424,True,False,False,0.6382639178187404,2026-04-01,holdco,0.38863095238095247,0.11904761904761905,0.5,0.5375000000000001,0.23194444444444448,0.7777777777777778,0.4444444444444444,True,2026-03-31,0.0,1.0074808773777422,0.7741935483870968,0.6904592037890425,0.005016666666666667,0.0001417761124445453,0.1691173346624502,0.163958891883339,32.78457121736044,0.5483870967741935,0.45161290322580644,0.8301602134536612
2026-03-31,8.3,8.4,8.2,8.28,11951880,AMOC,Alexandria Mineral Oils Company,0.0078246964812872,0.35017210390077175,0.16129032258064502,0.19308357348703153,98961566.39999999,47955452.52,6773369.0,7.92155952104563,7.281440677966102,True,False,False,0.6297332459464072,2026-04-01,energy,0.5721164021164021,0.14285714285714288,1.0,1.0,0.2555555555555556,0.7037037037037037,0.3333333333333333,True,2026-01-29,61.0,0.9023482529769814,0.7096774193548387,0.6675853217272573,0.005016666666666667,0.00018767417524100132,0.18251815056988782,0.17731380972798017,35.07036839327864,0.6451612903225806,0.3225806451612903,0.8787232164191843
2026-03-31,18.25,18.5,17.8,18.0,3423742,EFIH,E-finance For Digital and Financial Investments,0.050843864299576,0.7986981085733974,-0.1346153846153847,0.0,61627356.0,61627356.0,2886922.0,19.819276699505462,17.93720338983051,False,False,False,0.6074399689366788,2026-04-01,technology,0.633425925925926,0.6111111111111112,0.875,0.75,0.6583333333333334,0.20370370370370372,0.3888888888888889,True,2026-03-31,0.0,0.6897370091921078,0.5806451612903226,0.5845420549581841,0.005016666666666667,0.00014603904149319662,0.19149833469779953,0.18633562898963968,37.09263040020444,0.8387096774193549,0.41935483870967744,0.9289236932497014
2026-03-31,119.79,123.55,119.7,121.0,6237239,COMI,Commercial International Bank-Egypt (CIB),0.3479291987217656,4.598403678494364,-0.08368042408178733,0.16402116402116396,754705919.0,470906106.96,3791578.0,129.82104172742802,116.66322033898304,False,False,False,0.6043235808158389,2026-04-01,banks,0.6316798941798942,0.634920634920635,0.7,0.6,0.663888888888889,0.14814814814814817,1.0,True,2025-07-22,252.0,0.7697813109692089,0.6774193548387096,0.6578772828127667,0.005016666666666667,1.9112090217093923e-05,0.1640123586871668,0.15897657993028302,32.56941311469785,0.3870967741935484,1.0,0.8664636190049497
2026-03-31,25.25,25.65,25.01,25.41,613191,EFID,Edita Food Industries (EDITA),0.0224961242109381,1.13531841719289,-0.04401805869074482,-0.05009345794392528,15581183.31,21388592.5,777767.0,27.930916835271233,26.005169491525425,False,True,False,0.5855275176651307,2024-07-01,consumer,0.5554761904761906,0.642857142857143,0.36666666666666664,0.6833333333333333,0.47857142857142865,0.9761904761904763,0.07142857142857142,True,2024-05-21,37.0,0.6277749748745728,0.4838709677419355,0.5165586789554533,0.005016666666666667,0.00042078505165779373,0.19282701075015904,0.18738955903183457,35.46275364622057,0.8709677419354839,0.16129032258064516,1.020965687403994
