date,immediate_equity,pullback_equity,etf_dca_equity,etf_buy_hold_norm
2015-02-01,110000.0,110000.0,108893.59028,1.0
2015-02-02,110000.0,110000.0,109205.59028,1.002865329512894
2015-02-03,110000.0,110000.0,109829.59028,1.008595988538682
2015-02-04,110000.0,110000.0,111077.59028,1.0200573065902578
2015-02-05,110000.0,110000.0,110453.59027999999,1.0143266475644699
2015-02-08,110000.0,110000.0,110349.59028,1.0133715377268384
2015-02-09,110000.0,110000.0,111077.59028,1.0200573065902578
2015-02-10,110000.0,110000.0,110661.59028,1.0162368672397326
2015-02-11,110000.0,110000.0,108373.59028,0.9952244508118433
2015-02-12,110000.0,110000.0,108477.59028,0.9961795606494745
2015-02-15,110000.0,110000.0,108477.59028,0.9961795606494745
2015-02-16,110000.0,110000.0,106605.59028,0.9789875835721107
2015-02-17,110000.0,110000.0,105877.59028,0.9723018147086914
2015-02-18,110000.0,110000.0,106293.59028,0.9761222540592168
2015-02-19,110000.0,110000.0,105357.59028000002,0.9675262655205349
2015-02-22,110000.0,110000.0,104213.59028,0.9570200573065901
2015-02-23,110000.0,110000.0,107125.59028000002,0.9837631327602674
2015-02-24,110000.0,110000.0,106085.59027999999,0.974212034383954
2015-02-25,110000.0,110000.0,106189.59028000002,0.9751671442215855
2015-02-26,110000.0,110000.0,104421.59027999999,0.9589302769818527
2015-03-01,120000.0,120000.0,113767.9533012,0.9541547277936963
2015-03-02,120000.0,120000.0,115248.3933012,0.9665711556829034
2015-03-03,120000.0,120000.0,115362.27330120001,0.9675262655205349
2015-03-04,120000.0,120000.0,115817.79330120001,0.9713467048710601
2015-03-05,120000.0,120000.0,116501.07330120001,0.9770773638968481
2015-03-08,120000.0,120000.0,116614.9533012,0.9780324737344794
2015-03-09,120000.0,120000.0,117981.5133012,0.9894937917860552
2015-03-10,120000.0,120000.0,117981.5133012,0.9894937917860552
2015-03-11,120000.0,120000.0,115590.0333012,0.9694364851957975
2015-03-12,120000.0,120000.0,117639.8733012,0.9866284622731614
2015-03-15,120000.0,120000.0,118664.79330120001,0.9952244508118433
2015-03-16,120000.0,120000.0,116273.31330120002,0.9751671442215855
2015-03-17,120000.0,120000.0,116501.07330120001,0.9770773638968481
2015-03-18,120000.0,120000.0,115476.15330120001,0.9684813753581661
2015-03-19,120000.0,120000.0,115931.6733012,0.9723018147086914
2015-03-22,120000.0,120000.0,113881.83330120001,0.9551098376313275
2015-03-23,120000.0,120000.0,113881.83330120001,0.9551098376313275
2015-03-24,120000.0,120000.0,114337.3533012,0.9589302769818527
2015-03-25,120000.0,120000.0,112970.79330120001,0.9474689589302769
2015-03-26,120000.0,120000.0,110920.9533012,0.9302769818529131
2015-03-30,120000.0,120000.0,111604.23330120002,0.936007640878701
2015-03-31,120000.0,120000.0,111831.99330120001,0.9379178605539636
2015-04-01,130000.0,130000.0,121351.5243256,0.9340974212034383
2015-04-02,130000.0,130000.0,120855.2043256,0.9302769818529131
2015-04-05,130000.0,130000.0,117629.12432560002,0.9054441260744985
2015-04-06,130000.0,130000.0,117629.12432560002,0.9054441260744985
2015-04-07,130000.0,130000.0,117008.72432560001,0.9006685768863418
2015-04-08,130000.0,130000.0,117008.72432560001,0.9006685768863418
2015-04-09,130000.0,130000.0,118869.9243256,0.9149952244508118
2015-04-14,130000.0,130000.0,119242.1643256,0.9178605539637057
2015-04-15,130000.0,130000.0,118249.5243256,0.9102196752626551
2015-04-16,130000.0,130000.0,117629.12432560002,0.9054441260744985
2015-04-19,130000.0,130000.0,116264.2443256,0.8949379178605539
2015-04-20,130000.0,130000.0,114651.2043256,0.8825214899713467
2015-04-22,130000.0,130000.0,114651.2043256,0.8825214899713467
2015-04-23,130000.0,130000.0,116636.48432560002,0.897803247373448
2015-04-26,130000.0,130000.0,114899.3643256,0.8844317096466093
2015-04-27,130000.0,130000.0,114775.2843256,0.883476599808978
2015-04-28,130000.0,130000.0,111797.3643256,0.860553963705826
2015-04-29,130000.0,130000.0,113658.5643256,0.874880611270296
2015-04-30,130000.0,130000.0,116760.5643256,0.8987583572110792
2015-05-03,140000.0,140000.0,126930.03335720001,0.8987583572110792
2015-05-04,140000.0,140000.0,124097.5533572,0.8787010506208213
2015-05-05,140000.0,140000.0,127469.5533572,0.9025787965616044
2015-05-07,140000.0,140000.0,126660.27335720001,0.8968481375358166
2015-05-11,140000.0,140000.0,126795.15335720002,0.897803247373448
2015-05-12,140000.0,140000.0,125581.23335720002,0.889207258834766
2015-05-13,140000.0,140000.0,125041.7133572,0.8853868194842406
2015-05-14,140000.0,140000.0,125041.7133572,0.8853868194842406
2015-05-17,140000.0,140000.0,120320.9133572,0.8519579751671441
2015-05-18,140000.0,140000.0,129627.6333572,0.9178605539637057
2015-05-19,140000.0,140000.0,131111.3133572,0.9283667621776505
2015-05-20,140000.0,140000.0,127739.31335720002,0.9044890162368673
2015-05-21,140000.0,140000.0,127739.31335720002,0.9044890162368673
2015-05-24,140000.0,140000.0,134483.3133572,0.9522445081184336
2015-05-25,140000.0,140000.0,132190.35335720005,0.936007640878701
2015-05-27,140000.0,140000.0,132055.47335719998,0.9350525310410696
2015-05-28,140000.0,140000.0,132055.47335719998,0.9350525310410696
2015-06-01,150000.0,150000.0,142227.93738279998,0.9350525310410696
2015-06-02,150000.0,150000.0,139467.80738279998,0.9169054441260744
2015-06-03,150000.0,150000.0,139031.99738280004,0.9140401146131805
2015-06-04,150000.0,150000.0,139031.99738280004,0.9140401146131805
2015-06-08,150000.0,150000.0,135981.3273828,0.8939828080229225
2015-06-09,150000.0,150000.0,136998.2173828,0.9006685768863418
2015-06-11,150000.0,150000.0,136998.2173828,0.9006685768863418
2015-06-15,150000.0,150000.0,133947.54738280002,0.8806112702960841
2015-06-16,150000.0,150000.0,133947.54738280002,0.8806112702960841
2015-06-17,150000.0,150000.0,134383.35738280002,0.883476599808978
2015-06-21,150000.0,150000.0,134383.35738280002,0.883476599808978
2015-06-23,150000.0,150000.0,132785.3873828,0.8729703915950334
2015-06-24,150000.0,150000.0,132785.3873828,0.8729703915950334
2015-06-25,150000.0,150000.0,132930.6573828,0.8739255014326648
2015-06-29,150000.0,150000.0,132930.6573828,0.8739255014326648
2015-07-02,160000.0,160000.0,140570.2849018,0.8586437440305634
2015-07-05,160000.0,160000.0,139475.7649018,0.8519579751671441
2015-07-06,160000.0,160000.0,134628.6049018,0.822349570200573
2015-07-07,160000.0,160000.0,129625.0849018,0.7917860553963705
2015-07-08,160000.0,160000.0,128843.28490180001,0.7870105062082139
2015-07-09,160000.0,160000.0,129312.3649018,0.7898758357211079
2015-07-12,160000.0,160000.0,129312.3649018,0.7898758357211079
2015-07-14,160000.0,160000.0,129781.44490180003,0.792741165234002
2015-07-15,160000.0,160000.0,132439.5649018,0.8089780324737345
2015-07-16,160000.0,160000.0,132439.5649018,0.8089780324737345
2015-07-22,160000.0,160000.0,132439.5649018,0.8089780324737345
2015-07-28,160000.0,160000.0,133534.08490179997,0.8156638013371537
2015-07-30,160000.0,160000.0,136817.6449018,0.8357211079274116
2015-08-03,170000.0,170000.0,144603.66898142,0.822349570200573
2015-08-04,170000.0,170000.0,146618.94898142,0.833810888252149
2015-08-05,170000.0,170000.0,144435.72898142,0.8213944603629416
2015-08-10,170000.0,170000.0,144435.72898142,0.8213944603629416
2015-08-12,170000.0,170000.0,141076.92898142,0.8022922636103151
2015-08-17,170000.0,170000.0,133855.50898142,0.761222540592168
2015-08-19,170000.0,170000.0,133015.80898142,0.7564469914040114
2015-08-20,170000.0,170000.0,133015.80898142,0.7564469914040114
2015-08-24,170000.0,170000.0,119916.48898142,0.6819484240687679
2015-08-25,170000.0,170000.0,120588.24898142001,0.6857688634192931
2015-08-27,170000.0,170000.0,125290.56898142002,0.7125119388729704
2015-08-30,170000.0,170000.0,126802.02898142001,0.7211079274116523
2015-08-31,170000.0,170000.0,126802.02898142001,0.7211079274116523
2015-09-01,180000.0,180000.0,136557.25409946003,0.7211079274116523
2015-09-03,180000.0,180000.0,140174.65409946002,0.7402101241642789
2015-09-09,180000.0,180000.0,140174.65409946002,0.7402101241642789
2015-09-10,180000.0,180000.0,140174.65409946002,0.7402101241642789
2015-09-14,180000.0,180000.0,140174.65409946002,0.7402101241642789
2015-09-17,180000.0,180000.0,139451.17409946,0.7363896848137536
2015-09-21,180000.0,180000.0,139632.04409946,0.7373447946513848
2015-09-29,180000.0,180000.0,139632.04409946,0.7373447946513848
2015-09-30,180000.0,180000.0,142887.70409946004,0.7545367717287488
2015-10-04,190000.0,190000.0,152951.93557404,0.7545367717287488
2015-10-08,190000.0,190000.0,152951.93557404,0.7545367717287488
2015-10-12,190000.0,190000.0,157211.35557403998,0.7755491881566379
2015-10-18,190000.0,190000.0,157211.35557403998,0.7755491881566379
2015-10-19,190000.0,190000.0,157211.35557403998,0.7755491881566379
2015-10-20,190000.0,190000.0,157792.18557404,0.778414517669532
2015-10-29,190000.0,190000.0,157792.18557404,0.778414517669532
2015-11-01,200000.0,200000.0,167954.15560604003,0.778414517669532
2015-11-08,200000.0,200000.0,159505.28560604,0.7392550143266475
2015-11-09,200000.0,200000.0,159505.28560604,0.7392550143266475
2015-11-10,200000.0,200000.0,159505.28560604,0.7392550143266475
2015-11-11,200000.0,200000.0,159505.28560604,0.7392550143266475
2015-11-16,200000.0,200000.0,159505.28560604,0.7392550143266475
2015-11-17,200000.0,200000.0,143637.89560604002,0.6657115568290353
2015-11-18,200000.0,200000.0,143637.89560604002,0.6657115568290353
2015-11-22,200000.0,200000.0,143225.75560604,0.6638013371537727
2015-11-23,200000.0,200000.0,143225.75560604,0.6638013371537727
2015-11-29,200000.0,200000.0,143225.75560604,0.6638013371537727
2015-12-02,210000.0,210000.0,155055.43643036002,0.6723973256924546
2015-12-03,210000.0,210000.0,158138.79643036003,0.6857688634192931
2015-12-07,210000.0,210000.0,161662.63643036003,0.7010506208213944
2015-12-09,210000.0,210000.0,156376.87643036002,0.6781279847182425
2015-12-10,210000.0,210000.0,154614.95643036,0.6704871060171919
2015-12-17,210000.0,210000.0,155495.91643036003,0.6743075453677172
2015-12-20,210000.0,210000.0,155275.67643036,0.673352435530086
2015-12-21,210000.0,210000.0,157698.31643036002,0.6838586437440305
2015-12-24,210000.0,210000.0,161442.39643036004,0.7000955109837631
2015-12-30,210000.0,210000.0,161442.39643036004,0.7000955109837631
2015-12-31,210000.0,210000.0,166067.43643036002,0.7201528175740209
2016-01-03,219640.42000574,220000.0,176029.25369926,0.7201528175740209
2016-01-05,218181.54000574,225202.71791693996,172293.89369926002,0.7048710601719197
2016-01-06,214124.33000574,223009.75791693997,171593.51369926002,0.7020057306590257
2016-01-10,210182.88000574,219857.37791693996,167624.69369926,0.6857688634192931
